Event Name,Date and Time,URL
Open REC: Basketball,"Sunday, December 8, 2024, 12/8/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1015/
Open REC: Volleyball,"Sunday, December 8, 2024, 12/8/2024, 2:00 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-volleyball-54/
Private Swim Lessons (for Adults),"Sunday, December 8, 2024, 12/8/2024, 2:15 PM - 2:45 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-894/
UB Percussion Ensemble/ UB Contemporary Ensemble,"Sunday, December 8, 2024, 12/8/2024, 7:30 PM (ET)",https://calendar.buffalo.edu/event/ub-percussion-ensemble-ub-contemporary-ensemble/
Last Day of Fall 15 Week (Standard) and 7 Week 2 Classes,"Sunday, December 8, 2024, 12/9/2024, All Day (ET)",https://calendar.buffalo.edu/event/last-day-of-fall-15-week-standard-and-7-week-2-classes-3/
Open REC: Basketball,"Sunday, December 8, 2024, 12/9/2024, 6:00 AM - 8:00 AM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1016/
Open REC: Fitness Center,"Sunday, December 8, 2024, 12/9/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-887/
Open REC: Indoor Jogging Track,"Sunday, December 8, 2024, 12/9/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-indoor-jogging-track-408/
Open REC: Racquetball,"Sunday, December 8, 2024, 12/9/2024, 6:00 AM - 10:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetball-428/
Open REC: Swim,"Sunday, December 8, 2024, 12/9/2024, 7:00 AM - 8:30 AM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1576/
Open REC: Badminton,"Sunday, December 8, 2024, 12/9/2024, 8:00 AM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-badminton-336/
Open REC: Basketball,"Sunday, December 8, 2024, 12/9/2024, 8:00 AM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-1092/
Open REC: Fitness Center,"Sunday, December 8, 2024, 12/9/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-fitness-center-993/
Open REC: Racquetball/Squash,"Sunday, December 8, 2024, 12/9/2024, 8:00 AM - 9:45 PM (ET)",https://calendar.buffalo.edu/event/open-rec-racquetballsquash-336/
RN to BS Information Session - Virtual,"Sunday, December 8, 2024, 12/9/2024, 10:00 AM - 11:00 AM (ET)",https://calendar.buffalo.edu/event/rn-to-bs-information-session---virtual-14/
Open REC: Swim,"Sunday, December 8, 2024, 12/9/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1431/
Open REC: Swim,"Sunday, December 8, 2024, 12/9/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1726/
Soc Bites: Sociology PhD Student Lunch,"Monday, December 9, 2024, 12/9/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/soc-bites-sociology-phd-student-lunch-6/
Body Bar Blast,"Monday, December 9, 2024, 12/9/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-bar-blast-52/
End of Semester Social,"Monday, December 9, 2024, 12/9/2024, 4:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/end-of-semester-social/
IDC After Hours: Study Sessions,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/idc-after-hours-study-sessions-8/
Open REC: Basketball,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-basketball-900/
Open REC: Meditation,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-meditation-170/
Open REC: Swim,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 9:30 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1577/
QPR Suicide Prevention Training,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/qpr-suicide-prevention-training-28/
Spin Boot Camp,"Monday, December 9, 2024, 12/9/2024, 5:00 PM - 5:45 PM (ET)",https://calendar.buffalo.edu/event/spinning-125/
Yoga for Student Well-being: Mondays with Tara,"Monday, December 9, 2024, 12/9/2024, 5:15 PM - 6:30 PM (ET)",https://calendar.buffalo.edu/event/yoga-for-student-well-being-mondays-with-tara-22/
Hidden Curriculum: Funding for Grad School,"Monday, December 9, 2024, 12/9/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/hidden-curriculum-funding-for-grad-school-8/
Learning and Teaching in Social Contexts EdD Webinar,"Monday, December 9, 2024, 12/9/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/learning-and-teaching-in-social-contexts-edd-webinar-3/
Open REC: Swim,"Monday, December 9, 2024, 12/9/2024, 6:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/open-rec-swim-1653/
ARC Lifeguard Instructor Course (LGI1),"Monday, December 9, 2024, 12/9/2024, 6:30 PM - 9:30 PM (ET)",https://calendar.buffalo.edu/event/arc-lifeguard-instructor-course-lgi1-22/
Visiting Artist Speaker Series: Gracelee Lawrence,"Monday, December 9, 2024, 12/9/2024, 6:30 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/visiting-artist-speaker-series-gracelee-lawrence/
Reading Day,"Monday, December 9, 2024, 12/10/2024, All Day (ET)",https://calendar.buffalo.edu/event/reading-day/
Strength and Stability,"Monday, December 9, 2024, 12/10/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/strength-and-stability-24/
Yoga Stretch,"Monday, December 9, 2024, 12/10/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/yoga-stretch-21/
IDC After Hours: Study Sessions,"Monday, December 9, 2024, 12/10/2024, 5:00 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/idc-after-hours-study-sessions-9/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Monday, December 9, 2024, 12/10/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-54/
Educational Data Science MS/PhD Webinar,"Tuesday, December 10, 2024, 12/10/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/educational-data-science-msphd-webinar/
Graduate School of Education Application Workshop,"Tuesday, December 10, 2024, 12/10/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/graduate-school-of-education-application-workshop-5/
Final Exam Period,"Tuesday, December 10, 2024, 12/11/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-20/
Become a Better Communicator,"Tuesday, December 10, 2024, 12/11/2024, 9:00 AM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/become-a-better-communicator-41/
"CE Training: Boundaries & Ethics: Best Practices for Clinicians Working with Children, Youth, and Families (Live Online)","Tuesday, December 10, 2024, 12/11/2024, 9:00 AM - 12:30 PM (ET)",https://calendar.buffalo.edu/event/ce-training-boundaries--ethics-best-practices-for-clinicians-working-with-children-youth-and-families-live-online/
LGBTQ FSA at the UB Libraries Poetry Collection,"Tuesday, December 10, 2024, 12/11/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/lgbtq-fsa-at-the-ub-libraries-poetry-collection/
UB Alumni Webinar: Achieving New York State’s Energy Future - Part One,"Tuesday, December 10, 2024, 12/11/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/ub-alumni-webinar-achieving-new-york-states-energy-future---part-one/
Muscle Pump,"Tuesday, December 10, 2024, 12/11/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/muscle-pump-48/
IDC After Hours: Study Sessions,"Tuesday, December 10, 2024, 12/11/2024, 5:00 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/idc-after-hours-study-sessions-10/
Final Exam Period,"Tuesday, December 10, 2024, 12/12/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-21/
Time Management and Prioritization,"Tuesday, December 10, 2024, 12/12/2024, 9:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/time-management-and-prioritization-2/
Clinical and Translational Research Center: UB CTSI Translational Pilot Studies Program Clinical and Translational Research Colloquium,"Tuesday, December 10, 2024, 12/12/2024, 12:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/clinical-and-translational-research-center-ub-ctsi-translational-pilot-studies-program-clinical-and-translational-research-colloquium-2/
"Department of Medicine: DOM Virtual City Wide Grand Rounds ""Skin and Soft Tissue Infections""","Tuesday, December 10, 2024, 12/12/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/department-of-medicine-dom-virtual-city-wide-grand-rounds-skin-and-soft-tissue-infections/
Traditional and Accelerated Bachelor's in Nursing Information Session - Virtual,"Tuesday, December 10, 2024, 12/12/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/traditional-and-accelerated-bachelors-in-nursing-information-session---virtual-27/
Body Balance,"Tuesday, December 10, 2024, 12/12/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-balance-22/
Tough Topics: Holiday Stress,"Tuesday, December 10, 2024, 12/12/2024, 3:30 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/tough-topics-146/
IDC After Hours: Study Sessions,"Tuesday, December 10, 2024, 12/12/2024, 5:00 PM - 10:00 PM (ET)",https://calendar.buffalo.edu/event/idc-after-hours-study-sessions-11/
Private Swim Lessons (for Adults),"Tuesday, December 10, 2024, 12/12/2024, 5:00 PM - 5:30 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-865/
Small Group Swim Lessons (Adult Beginner),"Tuesday, December 10, 2024, 12/12/2024, 5:45 PM - 6:15 PM (ET)",https://calendar.buffalo.edu/event/small-group-swim-lessons-adult-beginner-97/
CEW Weekly Writing Group for Graduate Students,"Tuesday, December 10, 2024, 12/12/2024, 6:00 PM - 9:00 PM (ET)",https://calendar.buffalo.edu/event/cew-weekly-writing-group-for-graduate-students-11/
"Educational Administration, EdD Program Webinar","Thursday, December 12, 2024, 12/12/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/educational-administration-edd-program-webinar-3/
Private Swim Lessons (for Adults),"Thursday, December 12, 2024, 12/12/2024, 6:30 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-871/
Private Swim Lessons (for Adults),"Thursday, December 12, 2024, 12/12/2024, 7:15 PM - 7:45 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-877/
Final Exam Period,"Thursday, December 12, 2024, 12/13/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-22/
Oral Communication Lab (every friday),"Thursday, December 12, 2024, 12/13/2024, 12:00 AM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/oral-communication-lab-every-friday-9/
"Psychiatry Grand Rounds : ""Integrating Means Safety Interventions into Suicide Risk Manage","Thursday, December 12, 2024, 12/13/2024, 8:00 AM - 9:30 AM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/psychiatry-grand-rounds--3/
Indigenous Writes!,"Thursday, December 12, 2024, 12/13/2024, 10:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/indigenous-writes-12/
Buffalo Center for Social Research Grand Rounds,"Thursday, December 12, 2024, 12/13/2024, 12:00 PM - 1:30 PM (ET)",https://calendar.buffalo.edu/event/buffalo-center-for-social-research-grand-rounds-2/
Sociology & Criminology PhD Student Symposium,"Thursday, December 12, 2024, 12/13/2024, 12:00 PM - 2:00 PM (ET)",https://calendar.buffalo.edu/event/sociology--criminology-phd-student-symposium/
Bulls Team Shop,"Thursday, December 12, 2024, 12/13/2024, 4:00 PM - 8:00 PM (ET)",https://calendar.buffalo.edu/event/bulls-team-shop-866/
12/14 University at Buffalo Wrestling vs Gardner-Webb,"Thursday, December 12, 2024, 12/14/2024, 12:00 AM (ET)",https://calendar.buffalo.edu/event/1214-university-at-buffalo-wrestling-vs-gardner-webb/
Final Exam Period,"Thursday, December 12, 2024, 12/14/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-23/
Bulls Team Shop,"Thursday, December 12, 2024, 12/14/2024, 11:00 AM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/bulls-team-shop-883/
12/14 12:00 PM University at Buffalo Wrestling at Kent State,"Thursday, December 12, 2024, 12/14/2024, 12:00 PM (ET)",https://calendar.buffalo.edu/event/1214-university-at-buffalo-wrestling-at-kent-state/
12/14 2:00 PM University at Buffalo Women's Basketball vs Stony Brook,"Thursday, December 12, 2024, 12/14/2024, 2:00 PM (ET)",https://calendar.buffalo.edu/event/1214-200-pm-university-at-buffalo-womens-basketball-vs-stony-brook/
Private Swim Lessons (for Adults),"Thursday, December 12, 2024, 12/15/2024, 12:00 PM - 12:30 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-883/
Small Group Swim Lessons (Adult Beginner),"Thursday, December 12, 2024, 12/15/2024, 12:45 PM - 1:15 PM (ET)",https://calendar.buffalo.edu/event/small-group-swim-lessons-adult-beginner-103/
Private Swim Lessons (for Adults),"Thursday, December 12, 2024, 12/15/2024, 1:30 PM - 2:00 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-889/
Private Swim Lessons (for Adults),"Thursday, December 12, 2024, 12/15/2024, 2:15 PM - 2:45 PM (ET)",https://calendar.buffalo.edu/event/private-swim-lessons-for-adults-895/
Final Exam Period,"Thursday, December 12, 2024, 12/16/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-24/
Body Bar Blast,"Monday, December 16, 2024, 12/16/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-bar-blast-53/
"Rehabilitation Counseling, MS Program Webinar","Monday, December 16, 2024, 12/16/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/rehabilitation-counseling-ms-program-webinar-1/
Final Exam Period,"Monday, December 16, 2024, 12/17/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-25/
Nursing Graduate Programs Information Sessions,"Monday, December 16, 2024, 12/17/2024, 10:00 AM - 11:00 AM (ET)",https://calendar.buffalo.edu/event/nursing-graduate-programs-information-sessions-31/
Parenting Support Group,"Monday, December 16, 2024, 12/17/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/parenting-support-group-46/
Strength and Stability,"Monday, December 16, 2024, 12/17/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/strength-and-stability-25/
Yoga Stretch,"Monday, December 16, 2024, 12/17/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/yoga-stretch-22/
AI & Education: AI Literacies for K-12 Students and Teachers,"Monday, December 16, 2024, 12/17/2024, 4:00 PM - 5:00 PM (ET)",https://calendar.buffalo.edu/event/ai--education-ai-literacies-for-k-12-students-and-teachers/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Monday, December 16, 2024, 12/17/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-55/
Final Exam Period,"Monday, December 16, 2024, 12/18/2024, All Day (ET)",https://calendar.buffalo.edu/event/final-exam-period-26/
Student Accounts: Final Fall Bill Due,"Monday, December 16, 2024, 12/18/2024, All Day (ET)",https://calendar.buffalo.edu/event/student-accounts-final-fall-bill-due-4/
Cultivating an Inclusive Mindset,"Monday, December 16, 2024, 12/18/2024, 9:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/cultivating-an-inclusive-mindset-2/
Discover Your Strengths,"Monday, December 16, 2024, 12/18/2024, 10:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/discover-your-strengths-32/
UB Alumni Webinar: Tracing the Roots of Delicious Buffalo Holiday Traditions,"Monday, December 16, 2024, 12/18/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/ub-alumni-webinar-tracing-the-roots-of-delicious-buffalo-holiday-traditions/
Workplace Stress Support Group,"Monday, December 16, 2024, 12/18/2024, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/workplace-stress-support-group-41/
Muscle Pump,"Monday, December 16, 2024, 12/18/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/muscle-pump-49/
Clinical Nutrition Open House,"Monday, December 16, 2024, 12/18/2024, 3:30 PM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/clinical-nutrition-open-house-44/
Body Balance,"Monday, December 16, 2024, 12/19/2024, 12:10 PM - 12:50 PM (ET)",https://calendar.buffalo.edu/event/body-balance-23/
12/19 1:00 PM University at Buffalo Women's Basketball vs Vermont,"Monday, December 16, 2024, 12/19/2024, 1:00 PM (ET)",https://calendar.buffalo.edu/event/1219-100-pm-university-at-buffalo-womens-basketball-vs-vermont/
School Counseling EdM Webinar,"Monday, December 16, 2024, 12/19/2024, 6:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/event/school-counseling-edm-webinar-3/
12/19 7:00 PM University at Buffalo Men's Basketball at Georgia,"Thursday, December 19, 2024, 12/19/2024, 7:00 PM (ET)",https://calendar.buffalo.edu/event/1219-university-at-buffalo-mens-basketball-at-georgia/
12/20 7:00 PM University at Buffalo Wrestling at SIUE,"Thursday, December 19, 2024, 12/20/2024, 7:00 PM (ET)",https://calendar.buffalo.edu/event/1220-university-at-buffalo-wrestling-at-siue/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Thursday, December 19, 2024, 12/24/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-56/
12/28 12:00 PM University at Buffalo Women's Basketball at Le Moyne,"Thursday, December 19, 2024, 12/28/2024, 12:00 PM (ET)",https://calendar.buffalo.edu/event/1228-university-at-buffalo-womens-basketball-at-le-moyne/
12/29 3:00 PM University at Buffalo Men's Basketball at Temple,"Thursday, December 19, 2024, 12/29/2024, 3:00 PM (ET)",https://calendar.buffalo.edu/event/1229-university-at-buffalo-mens-basketball-at-temple/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Thursday, December 19, 2024, 12/31/2024, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-57/
1/1 6:00 PM University at Buffalo Women's Basketball vs Central Michigan,"Thursday, December 19, 2024, 1/1/2025, 6:00 PM (ET)",https://calendar.buffalo.edu/event/11-600-pm-university-at-buffalo-womens-basketball-vs-central-michigan/
1/2 University at Buffalo Swimming and Diving at Training Trip,"Thursday, December 19, 2024, Starts: 1/2/2025 12:00 AM (ET)",https://calendar.buffalo.edu/event/12-university-at-buffalo-swimming-and-diving-at-training-trip/
"Psychiatry Grand Rounds : ""Understanding and Preventing Bullying""","Thursday, December 19, 2024, 1/3/2025, 8:00 AM - 9:30 AM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/psychiatry-grand-rounds--4/
1/4 1:00 PM University at Buffalo Men's Basketball at Miami (OH),"Thursday, December 19, 2024, 1/4/2025, 1:00 PM (ET)",https://calendar.buffalo.edu/event/14-university-at-buffalo-mens-basketball-at-miami-oh/
1/5 2:00 PM University at Buffalo Women's Basketball at Kent State,"Thursday, December 19, 2024, 1/5/2025, 2:00 PM (ET)",https://calendar.buffalo.edu/event/14-university-at-buffalo-womens-basketball-at-kent-state-1/
RN to BS Information Session - Virtual,"Thursday, December 19, 2024, 1/7/2025, 3:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/rn-to-bs-information-session---virtual-15/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Thursday, December 19, 2024, 1/7/2025, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-58/
1/7 7:00 PM University at Buffalo Men's Basketball vs Ohio,"Thursday, December 19, 2024, 1/7/2025, 7:00 PM (ET)",https://calendar.buffalo.edu/event/17-700-pm-university-at-buffalo-mens-basketball-vs-ohio/
UB Alumni Webinar: New Year....New You,"Thursday, December 19, 2024, 1/8/2025, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/ub-alumni-webinar-new-yearnew-you/
1/8 7:00 PM University at Buffalo Women's Basketball at Bowling Green,"Thursday, December 19, 2024, 1/8/2025, 7:00 PM (ET)",https://calendar.buffalo.edu/event/18-university-at-buffalo-womens-basketball-at-bowling-green/
Fostering Institutional Collaboration,"Thursday, December 19, 2024, 1/9/2025, 9:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/fostering-institutional-collaboration-7/
1/10 University at Buffalo Swimming and Diving vs UB Diving Invite,"Thursday, December 19, 2024, 1/10/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/110-university-at-buffalo-swimming-and-diving-vs-ub-diving-invite/
1/10 University at Buffalo Wrestling vs David H. Lehman '68 F&M Open,"Thursday, December 19, 2024, 1/10/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/110-university-at-buffalo-wrestling-vs-fm-invite/
"Psychiatry Grand Rounds : ""Health Equity in Erie County""","Thursday, December 19, 2024, 1/10/2025, 8:00 AM - 9:30 AM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/psychiatry-grand-rounds--5/
1/10 6:00 PM University at Buffalo Men's Basketball vs Kent State - Native American Heritage Day,"Friday, January 10, 2025, 1/10/2025, 6:00 PM (ET)",https://calendar.buffalo.edu/event/110-600-pm-university-at-buffalo-mens-basketball-vs-kent-state---native-american-heritage-day/
1/11 University at Buffalo Swimming and Diving vs UB Diving Invite,"Friday, January 10, 2025, 1/11/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/111-university-at-buffalo-swimming-and-diving-vs-ub-diving-invite/
LMSW and LCSW Licensing Exam Preparation Program (Live Online),"Friday, January 10, 2025, 1/11/2025, 10:00 AM - 12:00 PM (ET)",https://calendar.buffalo.edu/event/lmsw-and-lcsw-licensing-exam-preparation-program-live-online/
1/11 11:00 AM University at Buffalo Swimming and Diving at Duquesne (Swimming),"Friday, January 10, 2025, 1/11/2025, 11:00 AM (ET)",https://calendar.buffalo.edu/event/111-1100-am-university-at-buffalo-swimming-and-diving-at-duquesne-swimming/
1/11 2:00 PM University at Buffalo Women's Basketball vs Ball State,"Friday, January 10, 2025, 1/11/2025, 2:00 PM (ET)",https://calendar.buffalo.edu/event/111-university-at-buffalo-womens-basketball-vs-ball-state/
1/11 5:00 PM University at Buffalo Men's Basketball vs Kent State - Native American Heritage Day,"Friday, January 10, 2025, 1/11/2025, 5:00 PM (ET)",https://calendar.buffalo.edu/event/111-university-at-buffalo-mens-basketball-vs-kent-state/
1/12 University at Buffalo Swimming and Diving vs UB Diving Invite,"Friday, January 10, 2025, 1/12/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/112-university-at-buffalo-swimming-and-diving-vs-ub-diving-invite-1/
1/14 University at Buffalo Men's Basketball at Bowling Green,"Friday, January 10, 2025, 1/14/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/114-university-at-buffalo-mens-basketball-at-bowling-green/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Friday, January 10, 2025, 1/14/2025, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-59/
UB Alumni Webinar: This Is Your Brain on (Anti-Obesity) Drugs - How Do GLP-1s Cause Weight Loss,"Friday, January 10, 2025, 1/15/2025, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/ub-alumni-webinar-this-is-your-brain-on-anti-obesity-drugs---how-do-glp-1s-cause-weight-loss/
Workplace Stress Support Group,"Friday, January 10, 2025, 1/15/2025, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/workplace-stress-support-group-42/
1/15 6:30 PM University at Buffalo Women's Basketball at Eastern Michigan,"Friday, January 10, 2025, 1/15/2025, 6:30 PM (ET)",https://calendar.buffalo.edu/event/115-university-at-buffalo-womens-basketball-at-eastern-michigan/
2025 Part-Time Advanced Standing MSW Orientation,"Friday, January 10, 2025, 1/16/2025, 6:00 PM - 8:30 PM (ET)",https://calendar.buffalo.edu/event/2025-part-time-advanced-standing-msw-orientation/
Psychiatry Grand Rounds : “Current and Future Treatments for Negative Symptoms of Schizoph,"Friday, January 10, 2025, 1/17/2025, 8:00 AM - 9:30 AM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/psychiatry-grand-rounds--current-and-future-treatments-for-negative-symptoms-of-schizoph/
1/18 University at Buffalo Track and Field at Doug Raymond Invite,"Friday, January 10, 2025, 1/18/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/118-university-at-buffalo-track-and-field-at-doug-raymond-invite/
LSAT Practice Test,"Friday, January 10, 2025, 1/18/2025, 9:30 AM - 4:30 PM (ET)",https://calendar.buffalo.edu/event/lsat-practice-test-10/
1/18 11:00 AM University at Buffalo Swimming and Diving vs Akron,"Friday, January 10, 2025, 1/18/2025, 11:00 AM (ET)",https://calendar.buffalo.edu/event/118-1100-am-university-at-buffalo-swimming-and-diving-vs-akron/
1/18 1:00 PM University at Buffalo Men's Basketball at Western Michigan,"Friday, January 10, 2025, 1/18/2025, 1:00 PM (ET)",https://calendar.buffalo.edu/event/118-university-at-buffalo-mens-basketball-at-western-michigan/
1/18 2:00 PM University at Buffalo Women's Basketball vs Miami (OH),"Friday, January 10, 2025, 1/18/2025, 2:00 PM (ET)",https://calendar.buffalo.edu/event/118-200-pm-university-at-buffalo-womens-basketball-vs-miami-oh/
1/19 University at Buffalo Wrestling at Michigan State,"Friday, January 10, 2025, 1/19/2025, 12:00 AM (ET)",https://calendar.buffalo.edu/event/119-university-at-buffalo-wrestling-at-michigan-state/
Grant Writing for STEM fields: Research Planning for Future PIs,"Tuesday, January 21, 2025, 1/21/2025, 12:00 PM - 4:00 PM (ET)",https://calendar.buffalo.edu/event/grant-writing-for-stem-fields-research-planning-for-future-pis-4/
Parenting Support Group,"Tuesday, January 21, 2025, 1/21/2025, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/parenting-support-group-47/
Orthopaedic Surgery: Orthopaedic Sports Medicine Conference,"Tuesday, January 21, 2025, 1/21/2025, 5:00 PM - 7:00 PM (ET)",https://calendar.buffalo.edu/site/jsmbs/event/orthopaedic-surgery-orthopaedic-sports-medicine-conference-60/
1/21 7:00 PM University at Buffalo Men's Basketball vs Akron,"Tuesday, January 21, 2025, 1/21/2025, 7:00 PM (ET)",https://calendar.buffalo.edu/event/121-700-pm-university-at-buffalo-mens-basketball-vs-akron/
Grant Writing for Humanities: Pursuing Grants to Help Support Your Humanities Scholarship,"Tuesday, January 21, 2025, 1/22/2025, 12:00 PM - 2:00 PM (ET)",https://calendar.buffalo.edu/event/grant-writing-for-humanities-pursuing-grants-to-help-support-your-humanities-scholarship-4/
UB Alumni Webinar: Understanding Personality Traits for Successful Business Interactions,"Tuesday, January 21, 2025, 1/22/2025, 12:00 PM - 1:00 PM (ET)",https://calendar.buffalo.edu/event/ub-alumni-webinar-understanding-personality-traits-for-successful-business-interactions/
